frame,accuracy,ARI,NMI
0.0,0.23333333333333334,-0.014323392949964384,0.006280073522784156
1.0,0.23333333333333334,-0.01874915782786964,0.0029940052616309956
2.0,0.23333333333333334,-0.01874915782786964,0.0029940052616309956
3.0,0.23333333333333334,-0.01874915782786964,0.0029940052616309956
4.0,0.23333333333333334,-0.01874915782786964,0.0029940052616309956
5.0,0.23333333333333334,-0.01874915782786964,0.0029940052616309956
6.0,0.23333333333333334,-0.021138555724544213,0.0008512931769464777
7.0,0.23333333333333334,-0.017868145409735057,0.003352963063143736
8.0,0.23333333333333334,-0.017868145409735057,0.003352963063143736
9.0,0.23333333333333334,-0.014675012036591238,0.005910266963687211
10.0,0.23333333333333334,-0.014675012036591238,0.005910266963687211
11.0,0.21666666666666667,-0.019298549719766567,0.0026424733418532196
12.0,0.21666666666666667,-0.019298549719766567,0.0026424733418532196
13.0,0.21666666666666667,-0.019298549719766567,0.0026424733418532196
14.0,0.21666666666666667,-0.019298549719766567,0.0026424733418532196
15.0,0.2,-0.021610585720063944,0.0010347260852933589
16.0,0.2,-0.021610585720063944,0.0010347260852933589
17.0,0.21666666666666667,-0.018024957633646588,0.0042777450189999365
18.0,0.21666666666666667,-0.018024957633646588,0.0042777450189999365
19.0,0.21666666666666667,-0.017868145409735057,0.004608630821622073
20.0,0.21666666666666667,-0.014323392949964384,0.007586657906122925
21.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
22.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
23.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
24.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
25.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
26.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
27.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
28.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
29.0,0.21666666666666667,-0.008236471403279193,0.012313990871434494
30.0,0.2,0.008851771316412339,0.027145569013442103
31.0,0.2,0.008851771316412339,0.027145569013442103
32.0,0.2,0.008851771316412339,0.027145569013442103
33.0,0.2,0.008851771316412339,0.027145569013442103
34.0,0.21666666666666667,0.010310864881502001,0.033481811457546015
35.0,0.21666666666666667,0.010310864881502001,0.033481811457546015
36.0,0.21666666666666667,0.02258865179997306,0.04708641475682459
37.0,0.23333333333333334,0.027466292242888192,0.06106925317458942
38.0,0.21666666666666667,0.02258865179997306,0.04708641475682459
39.0,0.21666666666666667,0.02065742147679406,0.04223759909049681
40.0,0.23333333333333334,0.010615384615384615,0.035269410767823355
41.0,0.25,0.014417254570269699,0.0474968038350182
42.0,0.26666666666666666,0.007841177714142947,0.04246741181459644
43.0,0.26666666666666666,-0.0025372904813163156,0.02509551999885823
44.0,0.26666666666666666,-0.017534752263944166,0.004788867553617794
45.0,0.26666666666666666,-0.006926673465068401,0.013988043030046377
46.0,0.2833333333333333,-0.007848568790397045,0.010569039689801956
47.0,0.2833333333333333,-0.007848568790397045,0.010569039689801956
48.0,0.2833333333333333,-0.010728499740439523,0.0075270751117350486
49.0,0.2833333333333333,-0.006578061587582466,0.01070664142115936
50.0,0.26666666666666666,-0.011467492736613242,0.007575242397077244
51.0,0.25,-0.011778971072232807,0.007311051542577372
52.0,0.25,-0.011778971072232807,0.007311051542577372
53.0,0.26666666666666666,-0.006926673465068401,0.010560660312125346
54.0,0.2833333333333333,-0.003,0.013105554069446442
55.0,0.2833333333333333,-0.003,0.013105554069446442
56.0,0.3,0.019692307692307693,0.029686719855084833
57.0,0.3,0.027466292242888192,0.03829120835650825
58.0,0.2833333333333333,0.02258865179997306,0.03700106000085071
59.0,0.2833333333333333,0.037179585867138785,0.047229128344166364
60.0,0.2833333333333333,0.037179585867138785,0.047229128344166364
61.0,0.2833333333333333,0.026829878553419173,0.038347808159906495
62.0,0.26666666666666666,0.012861241071256666,0.028753605784909427
63.0,0.26666666666666666,0.0220241418477947,0.03662016466919726
64.0,0.26666666666666666,0.033308303971967115,0.049409284641181744
65.0,0.26666666666666666,0.04906510562092007,0.0607709609479088
66.0,0.26666666666666666,0.04906510562092007,0.0607709609479088
67.0,0.25,0.03304766490129995,0.04614132370874695
68.0,0.25,0.03304766490129995,0.04614132370874695
69.0,0.25,0.02160975327902005,0.03661192554436956
70.0,0.25,0.019525909379753903,0.0364486859116744
71.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
72.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
73.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
74.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
75.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
76.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
77.0,0.23333333333333334,-0.0009243034025919008,0.019716901599519013
78.0,0.23333333333333334,-0.007391865098461953,0.014676289123227547
79.0,0.23333333333333334,0.0018476817368208325,0.024861479664591728
80.0,0.23333333333333334,-0.007391865098461953,0.014676289123227547
81.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
82.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
83.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
84.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
85.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
86.0,0.21666666666666667,-0.008935449083346172,0.011175396531799395
87.0,0.2,-0.008935449083346172,0.010738369484960032
88.0,0.2,-0.0009243034025919008,0.016275531378971104
89.0,0.2,-0.0009243034025919008,0.016275531378971104
90.0,0.2,-0.0009243034025919008,0.016275531378971104
91.0,0.2,-0.0009243034025919008,0.016275531378971104
92.0,0.2,-0.0009243034025919008,0.016275531378971104
93.0,0.21666666666666667,-0.001001405819708437,0.016732348264035534
94.0,0.21666666666666667,-0.001001405819708437,0.016732348264035534
95.0,0.2,-0.008935449083346172,0.010738369484960032
96.0,0.2,-0.008935449083346172,0.010738369484960032
97.0,0.2,-0.008935449083346172,0.010738369484960032
98.0,0.21666666666666667,-0.001001405819708437,0.016732348264035534
99.0,0.21666666666666667,0.008279261412865587,0.024707629253668813
100.0,0.21666666666666667,-0.0005774894608173401,0.016539985536321397
101.0,0.2,-0.014401509463023932,0.005880068530237678
102.0,0.2,-0.014401509463023932,0.005880068530237678
103.0,0.2,-0.008469356328919002,0.01083679716348005
104.0,0.2,-0.008469356328919002,0.01083679716348005
105.0,0.2,-0.008469356328919002,0.01083679716348005
106.0,0.2,-0.01362088535754824,0.007566206267097142
107.0,0.2,-0.01362088535754824,0.007566206267097142
108.0,0.18333333333333332,-0.01692828562634657,0.005302122783306989
109.0,0.18333333333333332,-0.017084808373095273,0.0055169623673830435
110.0,0.18333333333333332,-0.01788702325313023,0.003084193281991167
111.0,0.2,-0.02019580311977073,0.0014796018239118841
112.0,0.2,-0.019842719529312235,0.0007617673660418889
113.0,0.2,-0.019842719529312235,0.0007617673660418889
114.0,0.2,-0.017221827128221883,0.0033462495066138805
115.0,0.2,-0.017221827128221883,0.0033462495066138805
116.0,0.18333333333333332,-0.012646793134598013,0.00648137911390389
117.0,0.16666666666666666,-0.00576557184863452,0.011273810623425123
118.0,0.16666666666666666,-0.00576557184863452,0.011273810623425123
119.0,0.15,0.0034205115394223564,0.017833032533612677
120.0,0.15,0.007535997846857758,0.0194561520603475
121.0,0.15,-0.0025372904813163156,0.012590177857786886
122.0,0.15,-0.0025372904813163156,0.012590177857786886
123.0,0.15,-0.0025372904813163156,0.012590177857786886
124.0,0.13333333333333333,0.007841177714142947,0.020074475143394204
125.0,0.13333333333333333,0.007841177714142947,0.020074475143394204
126.0,0.15,-0.0025372904813163156,0.012590177857786886
127.0,0.15,0.002730611695479107,0.016785176570371072
128.0,0.16666666666666666,-0.006461911264111391,0.01055446547827768
129.0,0.16666666666666666,0.0,0.016741942063438826
130.0,0.16666666666666666,0.008775474857109866,0.02516425814408988
131.0,0.18333333333333332,-0.0003464136563961433,0.01922907325686917
132.0,0.18333333333333332,-0.0003464136563961433,0.01922907325686917
133.0,0.18333333333333332,-0.0003464136563961433,0.01922907325686917
134.0,0.18333333333333332,-0.0003464136563961433,0.01922907325686917
135.0,0.18333333333333332,-0.008547008547008548,0.011169878128939045
136.0,0.18333333333333332,-0.008547008547008548,0.011169878128939045
137.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
138.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
139.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
140.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
141.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
142.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
143.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
144.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
145.0,0.18333333333333332,-0.007624622138359936,0.013380659776942786
146.0,0.18333333333333332,-0.004390694808195964,0.0172478168685395
147.0,0.18333333333333332,-0.004390694808195964,0.0172478168685395
148.0,0.18333333333333332,-0.004390694808195964,0.0172478168685395
149.0,0.18333333333333332,-0.004390694808195964,0.0172478168685395
