boid_id,color,flock_id,frame,vx,vy,x,y
0,#00ff80,1,0,3.244246950443692,-0.1975064974589606,347.4853304240931,338.3305492290843
1,#00ff80,1,0,2.750164002789617,2.3087059159320136,7.858502072450307,556.0582528549129
2,#00ff80,1,0,-1.6334402080897896,1.8491382178821978,205.65433393024338,84.78045384209983
3,#00ff80,1,0,1.4482038517628475,-0.7428451008869666,9.900935894164515,477.231060647676
4,#00ff80,1,0,-1.6269627571708567,1.812681461050621,501.96194382925563,355.6296689786084
5,#00ff80,1,0,-1.1978130601289747,-1.1866112585849178,760.3824292275905,295.0097609724465
6,#00ff80,1,0,3.2030882327059236,-0.8490495273123357,564.4789369943652,254.40083222401967
7,#00ff80,1,0,2.945242410076267,2.424537382025503,203.4102634470096,77.09844561649419
8,#00ff80,1,0,2.870798846054223,2.6937665097784236,218.3818639216002,305.3087931860713
9,#00ff80,1,0,-1.184986373228458,1.5920993804634997,172.13091434644497,235.09296624387775
10,#00ff80,1,0,1.2971112142756667,-3.412391066246497,355.5620929755194,448.9189154013756
11,#00ff80,1,0,-2.6542157829840587,-2.222649639306499,729.7679227812216,92.71672770126682
12,#00ff80,1,0,0.6199585142704892,-1.0690004053700375,195.75677786791766,216.83291745885884
13,#00ff80,1,0,1.4115270977342675,-0.13895315576136708,696.2947903586517,298.2839793725351
14,#00ff80,1,0,0.20804601681802962,1.1276837817065821,729.7132111353815,386.4840935818164
15,#00ff80,1,0,1.8744682361021718,0.6865382597654065,577.5530975859825,410.5924093471532
16,#00ff80,1,0,3.297985250298641,0.653191349731334,570.7593083312331,220.5592789739026
17,#00ff80,1,0,2.424790256669208,-1.2014052527456662,105.31434265802397,471.6236095213308
18,#00ff80,1,0,-2.3799350217094735,-0.11638558953706335,727.0913967232367,492.53771815794465
19,#00ff80,1,0,-1.918674171801833,-1.2304331319438886,433.27172617355916,350.3279681563245
20,#00ff80,1,0,0.6695293174889423,-1.7066664846133934,474.5193625266615,525.7751662071686
21,#00ff80,1,0,-1.6015263849912642,-3.1559133138207063,778.2891946729758,120.2193463467028
22,#00ff80,1,0,2.9438438963847906,0.36825228016599093,20.020015796680703,478.87385802499233
23,#00ff80,1,0,-3.445763681488897,-0.13604073775390463,260.5750792917968,280.2828563817133
24,#00ff80,1,0,-2.3560763817891477,0.6344659699867596,215.45578192183675,111.32169980159189
25,#00ff80,1,0,-0.6843881721529275,0.9160065241890504,576.3806505381909,459.4567194433501
26,#00ff80,1,0,-0.534168620208377,3.285328140350606,753.5546763042233,514.1190489637414
27,#00ff80,1,0,-0.5841045167898439,-2.8390133868841807,342.06854860786893,62.33347796942228
28,#00ff80,1,0,-1.7375854645484303,-0.6200177729147569,350.5725659377361,319.1546876203073
29,#00ff80,1,0,1.4187576087236442,1.7071696193944974,675.6361860169474,281.9566430307228
0,#00ff80,1,30,3.115116350912649,-0.19186509156139658,350.60044677500576,338.1386841375229
1,#00ff80,1,30,2.750164002789617,2.3087059159320136,10.608666075239924,558.3669587708449
2,#00ff80,1,30,-1.491990425457897,1.951506549852582,204.1623435047855,86.73196039195241
3,#00ff80,1,30,1.4618334374230428,-0.6951560963546635,11.362769331587558,476.5359045513213
4,#00ff80,1,30,-1.6269627571708567,1.812681461050621,500.33498107208476,357.442350439659
5,#00ff80,1,30,-1.1978130601289747,-1.1866112585849178,759.1846161674615,293.8231497138616
6,#00ff80,1,30,3.1920644690123052,-0.8423427846187733,567.6710014633775,253.5584894394009
7,#00ff80,1,30,2.8158549763241143,2.3909587017450673,206.22611842333373,79.48940431823925
8,#00ff80,1,30,2.830593383824225,2.624950819979475,221.21245730542444,307.93374400605074
9,#00ff80,1,30,-1.1216382883698826,1.5158097487627125,171.00927605807507,236.60877599264046
10,#00ff80,1,30,1.2971112142756667,-3.412391066246497,356.8592041897951,445.50652433512914
11,#00ff80,1,30,-2.6542157829840587,-2.222649639306499,727.1137069982376,90.49407806196032
12,#00ff80,1,30,0.5545602086213532,-0.9940751848373764,196.31133807653902,215.83884227402146
13,#00ff80,1,30,1.383843195413829,-0.11472956684693303,697.6786335540655,298.16924980568814
14,#00ff80,1,30,0.20804601681802962,1.1276837817065821,729.9212571521995,387.611777363523
15,#00ff80,1,30,1.8058392806727268,0.7549124782670174,579.3589368666552,411.34732182542024
16,#00ff80,1,30,3.275255607965744,0.6374053628739078,574.0345639391988,221.1966843367765
17,#00ff80,1,30,2.424790256669208,-1.2014052527456662,107.73913291469319,470.4222042685852
18,#00ff80,1,30,-2.3152458973109096,-0.048681606365277214,724.7761508259258,492.4890365515794
19,#00ff80,1,30,-1.918674171801833,-1.2304331319438886,431.3530520017573,349.09753502438065
20,#00ff80,1,30,0.6695293174889423,-1.7066664846133934,475.1888918441504,524.0684997225552
21,#00ff80,1,30,-1.6015263849912642,-3.1559133138207063,776.6876682879845,117.0634330328821
